"price","make","kms","fuel","seller","tx","owner","mileage","esize","power"
720,"Mahindra",150,"Diesel","Individual","Manual","Second ",15.1,2179,140
850,"Mahindra",15,"Diesel","Individual","Manual","Second ",16.55,2498,105
1050,"Mahindra",28,"Diesel","Individual","Manual","Second ",15.1,2179,140
850,"Mahindra",15,"Diesel","Individual","Manual","Second ",16.55,2498,105
1650,"Mahindra",25,"Diesel","Individual","Automatic","Second ",15.1,2179,152.87
900,"Mahindra",100,"Diesel","Individual","Automatic","Second ",16,2179,140
290,"Mahindra",120,"Diesel","Individual","Manual","Second ",12.05,2179,120
800,"Mahindra",150,"Diesel","Individual","Manual","Second ",15.1,2179,140
1150,"Mahindra",42,"Diesel","Individual","Manual","Second ",16,2179,140
360,"Mahindra",100,"Diesel","Individual","Manual","Second ",25.32,1198,77
570,"Mahindra",77,"Diesel","Dealer","Manual","Second ",15.1,2179,140
575,"Mahindra",120,"Diesel","Individual","Manual","Second ",12.05,2179,120
925,"Mahindra",48,"Diesel","Individual","Manual","Second ",16,2179,140
509.999,"Mahindra",165.5,"Diesel","Individual","Manual","Second ",14,2523,75
730,"Mahindra",65.1,"Diesel","Individual","Manual","Second ",18.49,1493,100
750,"Mahindra",80,"Diesel","Individual","Manual","Second ",15.1,2179,140
520,"Mahindra",110,"Diesel","Individual","Manual","Second ",12.05,2179,120
600,"Mahindra",155,"Diesel","Individual","Automatic","Second ",11.79,2179,120
315,"Mahindra",120,"Diesel","Individual","Manual","Second ",13.6,2523,63
550,"Mahindra",80,"Diesel","Individual","Manual","Second ",16.55,2498,105
425,"Mahindra",70,"Diesel","Individual","Manual","Second ",25.32,1198,77
450,"Mahindra",120,"Diesel","Individual","Manual","Second ",11.68,2498,112
750,"Mahindra",90,"Diesel","Individual","Manual","Second ",15.1,2179,140
450,"Mahindra",146,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
170,"Mahindra",120,"Diesel","Individual","Manual","Second ",14,2523,83
750,"Mahindra",60,"Diesel","Individual","Manual","Second ",15.1,2179,140
370,"Mahindra",120,"Diesel","Individual","Manual","Second ",13.5,2179,115
660,"Mahindra",67,"Diesel","Individual","Manual","Second ",18.49,1493,100
550,"Mahindra",70,"Diesel","Individual","Manual","Second ",12.05,2179,120
430,"Mahindra",120,"Diesel","Individual","Manual","Second ",12.05,2179,120
655,"Mahindra",50,"Diesel","Individual","Manual","Second ",14,2523,75
725,"Mahindra",100,"Diesel","Individual","Manual","Second ",18.49,1493,100
525,"Mahindra",80,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
980,"Mahindra",120,"Diesel","Individual","Manual","Second ",15.1,2179,140
540,"Mahindra",60,"Diesel","Individual","Manual","Second ",15.1,2179,140
1000,"Mahindra",112,"Diesel","Dealer","Manual","Second ",15.4,1997,120
600,"Mahindra",90,"Diesel","Individual","Automatic","Second ",18.49,1493,100
300,"Mahindra",110,"Diesel","Individual","Manual","Second ",10.5,2179,120
490,"Mahindra",90,"Diesel","Individual","Manual","Second ",12.05,2179,120
465,"Mahindra",80,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
400,"Mahindra",140,"Diesel","Individual","Manual","Second ",13.5,2179,115
1050,"Mahindra",120,"Diesel","Individual","Manual","Second ",15.1,2179,140
340,"Mahindra",100,"Diesel","Individual","Manual","Second ",13.6,2523,63
800,"Mahindra",120,"Diesel","Individual","Manual","Second ",15.1,2179,140
550,"Mahindra",80,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
240,"Mahindra",80,"Diesel","Individual","Manual","Second ",13.6,2523,63
380,"Mahindra",120,"Diesel","Individual","Manual","Second ",12.05,2179,120
350,"Mahindra",200,"Diesel","Individual","Manual","Second ",13.6,2523,63
330,"Mahindra",125,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
600,"Mahindra",122,"Diesel","Individual","Manual","Second ",15.1,2179,140
240,"Mahindra",80,"Diesel","Individual","Manual","Second ",13.6,2523,63
380,"Mahindra",239.451,"Diesel","Individual","Manual","Second ",13.6,2523,63
600,"Mahindra",110,"Diesel","Individual","Manual","Second ",12.05,2179,120
530,"Mahindra",80,"Diesel","Individual","Manual","Second ",12.05,2179,120
800,"Mahindra",70,"Diesel","Individual","Manual","Second ",18.49,1493,100
250,"Mahindra",60,"Diesel","Individual","Manual","Second ",14,2498,112
725,"Mahindra",141,"Diesel","Individual","Manual","Second ",15.1,2179,140
760,"Mahindra",90,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
140,"Mahindra",120,"Diesel","Individual","Manual","Second ",21.03,1461,65
750,"Mahindra",110,"Diesel","Individual","Manual","Second ",15.1,2179,140
385,"Mahindra",120,"Diesel","Individual","Manual","Second ",14,2523,75
430,"Mahindra",20,"Petrol","Individual","Manual","Second ",18.15,1198,82
1100,"Mahindra",77,"Diesel","Individual","Automatic","Second ",16,2179,140
450,"Mahindra",55,"Diesel","Individual","Manual","Second ",25.32,1198,77
225,"Mahindra",110,"Diesel","Individual","Manual","Second ",20.8,1461,65
550,"Mahindra",80,"Diesel","Individual","Manual","Second ",12.05,2179,120
775,"Mahindra",50,"Diesel","Individual","Manual","Second ",18.49,1493,100
540,"Mahindra",110,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
325,"Mahindra",162,"Diesel","Individual","Manual","Second ",13.6,2523,63
150,"Mahindra",120,"Diesel","Individual","Manual","Second ",19.2,1461,65
121,"Mahindra",100,"Diesel","Individual","Manual","Second ",13,2489,95
215,"Mahindra",105,"Diesel","Individual","Manual","Second ",13.6,2523,63
600,"Mahindra",82.5,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
450,"Mahindra",120,"Diesel","Individual","Manual","Second ",12.05,2179,120
430,"Mahindra",148,"Diesel","Individual","Manual","Second ",12.05,2179,120
325,"Mahindra",5,"Petrol","Individual","Manual","Second ",18.15,1198,82
509.999,"Mahindra",70,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
575,"Mahindra",110,"Diesel","Individual","Manual","Second ",15.1,2179,140
320,"Mahindra",100,"Diesel","Individual","Manual","Second ",12.7,2609,116.6
370,"Mahindra",91.863,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
300,"Mahindra",90,"Diesel","Individual","Manual","Second ",14,2498,112
400,"Mahindra",32,"Petrol","Individual","Manual","Second ",18.15,1198,82
1050,"Mahindra",80,"Diesel","Individual","Manual","Second ",15.4,2179,120
250,"Mahindra",100,"Diesel","Individual","Manual","Second ",15.96,2523,63
950,"Mahindra",80,"Diesel","Individual","Manual","Second ",15.4,2179,120
1000,"Mahindra",133,"Diesel","Individual","Manual","Second ",15.4,2179,120
440,"Mahindra",60,"Diesel","Individual","Manual","Second ",13.6,2523,63
630,"Mahindra",95,"Diesel","Individual","Manual","Second ",14.02,2179,118.3
800,"Mahindra",60,"Diesel","Individual","Manual","Second ",16.55,2498,105
400,"Mahindra",120,"Diesel","Individual","Manual","Second ",13.6,2523,63
750,"Mahindra",70,"Diesel","Individual","Manual","Second ",15.1,2179,140
400,"Mahindra",14,"Petrol","Individual","Manual","Second ",18.15,1198,82
890,"Mahindra",40,"Diesel","Individual","Manual","Second ",16,1997,140
660,"Mahindra",60,"Diesel","Individual","Manual","Second ",16.5,1493,70
120,"Mahindra",150,"Diesel","Individual","Manual","Second ",13.6,2523,63
675,"Mahindra",120,"Diesel","Individual","Manual","Second ",15.1,2179,140
600,"Mahindra",30,"Diesel","Individual","Manual","Second ",18.49,1493,100
180,"Mahindra",187,"Diesel","Individual","Manual","Second ",19.2,1461,65
445,"Mahindra",120,"Diesel","Individual","Manual","Second ",14.95,2489,93.7
200,"Mahindra",120,"Diesel","Individual","Manual","Second ",10.5,2179,120
550,"Mahindra",80,"Diesel","Individual","Manual","Second ",12.05,2179,120
370,"Mahindra",110,"Diesel","Individual","Manual","Second ",13.6,2523,63
380,"Mahindra",120,"Diesel","Individual","Manual","Second ",21.03,1461,65
750,"Mahindra",70,"Diesel","Individual","Manual","Second ",15.1,2179,140
150,"Mahindra",130,"Diesel","Individual","Manual","Second ",14,2498,112
400,"Mahindra",70,"Diesel","Individual","Manual","Second ",13.6,2523,63
450,"Mahindra",120,"Diesel","Individual","Manual","Second ",12.05,2179,120
450,"Mahindra",95,"Diesel","Individual","Automatic","Second ",11.79,2179,120
700,"Mahindra",60,"Diesel","Individual","Manual","Second ",15.1,2179,140
350,"Mahindra",100,"Petrol","Individual","Manual","Second ",18.15,1198,82
320,"Mahindra",175,"Diesel","Individual","Manual","Third or above",13.6,2523,63
320,"Mahindra",175,"Diesel","Individual","Manual","Third or above",15.96,2523,63
160,"Mahindra",120,"Diesel","Individual","Manual","Third or above",13.6,2523,63
540,"Mahindra",90,"Diesel","Individual","Manual","Third or above",12.05,2179,120
320,"Mahindra",300,"Diesel","Individual","Manual","Third or above",13.6,2523,63
350,"Mahindra",120,"Diesel","Individual","Manual","Third or above",13.5,2179,115
600,"Mahindra",50,"Diesel","Individual","Manual","Third or above",12.05,2179,120
370,"Mahindra",120,"Diesel","Individual","Manual","Third or above",13.6,2523,63
229.999,"Mahindra",120,"Diesel","Individual","Manual","Third or above",10.5,2609,120
950,"Mahindra",120,"Diesel","Individual","Manual","Third or above",15.4,1997,120
450,"Mahindra",90,"Diesel","Individual","Manual","Third or above",12.05,2179,120
590,"Mahindra",80,"Diesel","Individual","Manual","Third or above",15.1,2179,140
550,"Mahindra",180,"Diesel","Individual","Manual","Third or above",15.96,2523,62.1
550,"Mahindra",90,"Diesel","Individual","Manual","Third or above",12.05,2179,120
320,"Mahindra",80,"Diesel","Individual","Manual","Third or above",12.05,2179,120
250,"Mahindra",120,"Diesel","Individual","Manual","Third or above",10.5,2179,120
550,"Mahindra",300,"Diesel","Individual","Manual","Third or above",12.05,2179,120
180,"Mahindra",190,"Diesel","Individual","Manual","Third or above",19.2,1461,65
161,"Mahindra",120,"Diesel","Individual","Manual","Third or above",14,2498,112
300,"Mahindra",120,"Diesel","Individual","Manual","Third or above",13.6,2523,63
440,"Mahindra",120,"Diesel","Individual","Automatic","Third or above",11.79,2179,120
649,"Mahindra",117,"Diesel","Individual","Manual","Third or above",15.1,2179,140
125,"Mahindra",120,"Diesel","Individual","Manual","Third or above",19.2,1461,65
160,"Mahindra",300,"Diesel","Individual","Manual","Third or above",13.6,2523,63
475,"Mahindra",128,"Diesel","Individual","Manual","Third or above",15.96,2523,63
1000,"Mahindra",120,"Diesel","Individual","Manual","Third or above",15.1,2179,140
245,"Mahindra",110,"Diesel","Individual","Manual","Third or above",13.6,2523,63
950,"Mahindra",60,"Diesel","Individual","Manual","Third or above",15.4,1997,120
530,"Mahindra",120,"Diesel","Individual","Manual","Third or above",15.96,2523,62.1
250,"Mahindra",110,"Diesel","Individual","Manual","Third or above",10.5,2609,120
200,"Mahindra",120,"Diesel","Individual","Manual","Third or above",21,1461,64.1
595,"Mahindra",129,"Diesel","Individual","Manual","Third or above",15.1,2179,140
400,"Mahindra",100,"Diesel","Individual","Manual","Third or above",12.05,2179,120
245,"Mahindra",110,"Diesel","Individual","Manual","Third or above",13.6,2523,63
400,"Mahindra",475,"Diesel","Individual","Manual","Third or above",13.5,2179,115
195,"Mahindra",157.138,"Diesel","Individual","Manual","Third or above",10.5,2179,120
310,"Mahindra",90,"Diesel","Individual","Manual","Third or above",10.5,2179,120
950,"Mahindra",75,"Diesel","Individual","Automatic","Third or above",16,2179,140
300,"Mahindra",166,"Diesel","Individual","Manual","Third or above",12.05,2179,120
400,"Mahindra",320,"Diesel","Individual","Manual","Third or above",12.05,2179,120
650,"Mahindra",80,"Diesel","Individual","Manual","Third or above",15.1,2179,140
900,"Mahindra",70,"Diesel","Individual","Manual","Third or above",15.4,2179,120
600,"Mahindra",70,"Diesel","Individual","Manual","Third or above",14,2523,75
200,"Mahindra",200,"Diesel","Individual","Manual","Third or above",13,2489,95
125,"Mahindra",120,"Diesel","Individual","Manual","Third or above",12.7,2609,116.6
500,"Mahindra",120,"Diesel","Individual","Manual","Third or above",15.96,2523,62.1
550,"Mahindra",70,"Diesel","Individual","Manual","Third or above",15.1,2179,140
300,"Mahindra",170,"Diesel","Individual","Manual","Third or above",13.6,2523,63
1300,"Mahindra",91.567,"Diesel","Individual","Automatic","Third or above",16,2179,140
350,"Mahindra",120,"Diesel","Individual","Manual","Third or above",14,2498,112
450,"Mahindra",150,"Diesel","Individual","Manual","Third or above",13.5,2179,115
420,"Mahindra",160.5,"Diesel","Individual","Manual","Third or above",13.5,2179,115
550,"Mahindra",260,"Diesel","Individual","Manual","Third or above",12.05,2179,120
390,"Mahindra",120,"Diesel","Individual","Manual","Third or above",13.6,2523,63
375,"Mahindra",136.5,"Diesel","Individual","Manual","Third or above",12.7,2609,120
365,"Mahindra",120,"Diesel","Individual","Manual","Third or above",12.7,2609,120
500,"Mahindra",84.487,"Diesel","Individual","Manual","Third or above",15.1,2179,140
245,"Mahindra",146,"Diesel","Individual","Manual","Third or above",14,2498,112
120,"Mahindra",100,"Diesel","Individual","Manual","Third or above",10.5,2179,120
375,"Mahindra",110,"Diesel","Individual","Manual","Third or above",12.7,2609,116.6
200,"Mahindra",152,"Diesel","Individual","Manual","Third or above",10.5,2609,120
500,"Mahindra",200,"Diesel","Individual","Manual","Third or above",15.1,2179,140
360,"Mahindra",100,"Diesel","Individual","Manual","Third or above",13.5,2179,115
450,"Maruti",145.5,"Diesel","Individual","Manual","First ",23.4,1248,74
130,"Maruti",120,"Petrol","Individual","Manual","First ",16.1,1298,88.2
525,"Maruti",40,"Diesel","Individual","Manual","First ",26.59,1248,74
600,"Maruti",72,"Diesel","Individual","Manual","First ",21.5,1248,88.8
575,"Maruti",45,"Petrol","Individual","Manual","First ",21.4,1197,83.1
275,"Maruti",28,"Petrol","Individual","Manual","First ",24.7,796,47.3
220,"Maruti",120,"Petrol","Individual","Manual","First ",18.9,1061,67
254.999,"Maruti",25,"Petrol","Individual","Manual","First ",16.8,796,34.2
670,"Maruti",70,"Diesel","Individual","Manual","First ",24.3,1248,88.5
650,"Maruti",16.2,"Diesel","Individual","Manual","First ",24.3,1248,88.5
366,"Maruti",15,"Petrol","Individual","Manual","First ",23.95,998,67.1
150,"Maruti",76,"Petrol","Individual","Manual","First ",16.1,796,37
675,"Maruti",23.3,"Petrol","Dealer","Automatic","First ",18.5,1197,83.14
819.999,"Maruti",32.6,"Diesel","Dealer","Manual","First ",24.3,1248,88.5
390,"Maruti",10.3,"Petrol","Dealer","Manual","First ",23.95,998,67.05
850,"Maruti",64,"Petrol","Dealer","Manual","First ",20.65,1462,103.25
650,"Maruti",30,"Petrol","Individual","Manual","First ",21.4,1197,83.1
448,"Maruti",30,"Petrol","Individual","Automatic","First ",20.51,998,67
745,"Maruti",70,"Diesel","Individual","Manual","First ",24.3,1248,88.5
1025,"Maruti",9.85,"Diesel","Individual","Automatic","First ",24.3,1248,88.5
630,"Maruti",70,"Diesel","Individual","Manual","First ",25.2,1248,74
484.999,"Maruti",10,"Petrol","Dealer","Manual","First ",23.1,998,67.04
315,"Maruti",32,"Petrol","Dealer","Manual","First ",24.7,796,47.3
275,"Maruti",38,"Petrol","Dealer","Manual","First ",24.7,796,47.3
280,"Maruti",32,"Petrol","Dealer","Manual","First ",14,796,35
175,"Maruti",55.5,"Petrol","Dealer","Manual","First ",18.2,998,67.1
600,"Maruti",150,"Diesel","Individual","Manual","First ",26.59,1248,74
615,"Maruti",10,"Petrol","Individual","Manual","First ",21.21,1197,81.8
610,"Maruti",35,"Petrol","Individual","Manual","First ",21.4,1197,83.1
475,"Maruti",13,"Petrol","Individual","Manual","First ",21.63,998,67.04
780,"Maruti",60,"Diesel","Individual","Manual","First ",24.3,1248,88.5
595,"Maruti",40,"Petrol","Individual","Manual","First ",20.85,1197,83.14
440,"Maruti",35,"Petrol","Individual","Manual","First ",20.51,998,67.04
535,"Maruti",40,"Diesel","Dealer","Manual","First ",26.21,1248,88.5
599,"Maruti",46.1,"Petrol","Dealer","Manual","First ",16.02,1373,93.7
175,"Maruti",11,"Petrol","Dealer","Manual","First ",23.95,998,67.05
340,"Maruti",24.3,"Petrol","Dealer","Manual","First ",21.21,1197,81.8
850,"Maruti",20,"Petrol","Individual","Manual","First ",17.5,1373,91.1
515,"Maruti",36.6,"Petrol","Individual","Manual","First ",20.4,1197,81.8
220,"Maruti",120,"Diesel","Individual","Manual","First ",21.1,1248,73.9
487,"Maruti",35,"Petrol","Individual","Manual","First ",19.1,1197,85.8
85,"Maruti",90,"Petrol","Individual","Manual","First ",17.3,993,60
800,"Maruti",37,"Diesel","Individual","Manual","First ",28.09,1248,88.5
580,"Maruti",70,"Diesel","Individual","Manual","First ",20.77,1248,88.76
550,"Maruti",50,"Petrol","Individual","Manual","First ",20.85,1197,83.14
420,"Maruti",35,"Petrol","Individual","Automatic","First ",20.51,998,67
550,"Maruti",20,"Petrol","Individual","Manual","First ",21.21,1197,81.8
270,"Maruti",20,"Petrol","Individual","Manual","First ",24.7,796,47.3
700,"Maruti",7.8,"Petrol","Individual","Automatic","First ",22,1197,81.8
500,"Maruti",20,"Petrol","Individual","Manual","First ",20.4,1197,81.8
700,"Maruti",50,"Diesel","Individual","Manual","First ",28.4,1248,74.02
290,"Maruti",60,"Petrol","Individual","Manual","First ",20.51,998,67.04
830,"Maruti",5,"Petrol","Individual","Automatic","First ",21.4,1197,83.1
775,"Maruti",75,"Diesel","Individual","Manual","First ",24.3,1248,88.5
245,"Maruti",40,"Petrol","Individual","Manual","First ",22.74,796,47.3
350,"Maruti",140,"Petrol","Individual","Manual","First ",20.51,998,67.04
640,"Maruti",80,"Diesel","Individual","Manual","First ",20.77,1248,88.76
409.999,"Maruti",13.5,"Petrol","Individual","Manual","First ",15.37,1196,73
550,"Maruti",70,"Diesel","Individual","Manual","First ",23.4,1248,74
